OpenROAD 24edcba7f2afd3c5d69fe2527e37051125f7abb3 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 340, max_transition is 0.0.
    Layer: Metal2
      Partial area ratio:    1.39
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.72
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.39
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.72
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.05
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.10
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.05
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.05
      Required ratio:    0.00 (Cumulative area) 

  Pin: _34084_/RN (gf180mcu_fd_sc_mcu7t5v0__dffrnq_1)
    Layer: Metal3
      Partial area ratio:    1.44
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.69
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  161.59
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  621.40
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:  154.72
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  597.48
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  154.72
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  597.48
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.10
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.15
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.05
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.05
      Required ratio:    0.00 (Cumulative area) 

  Pin: _34077_/RN (gf180mcu_fd_sc_mcu7t5v0__dffnrnq_1)
    Layer: Metal3
      Partial area ratio:    1.44
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.69
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  163.57
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  629.30
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.98
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    7.90
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.98
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    7.90
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.02
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.07
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.05
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.05
      Required ratio:    0.00 (Cumulative area) 

  Pin: gpio_control_in_1a\[4\].BUF\[1\]/I (gf180mcu_fd_sc_mcu7t5v0__buf_4)
    Layer: Metal3
      Partial area ratio:    1.44
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.69
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  163.57
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  629.30
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.98
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    7.90
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.98
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    7.90
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.02
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.05
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.03
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.03
      Required ratio:    0.00 (Cumulative area) 

  Pin: _34086_/RN (gf180mcu_fd_sc_mcu7t5v0__dffrnq_1)
    Layer: Metal3
      Partial area ratio:    1.44
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.69
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    6.86
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   23.92
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.39
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.72
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.39
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.72
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.05
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.10
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.05
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.05
      Required ratio:    0.00 (Cumulative area) 

  Pin: fanout830/I (gf180mcu_fd_sc_mcu7t5v0__clkbuf_8)
    Layer: Metal3
      Partial area ratio:    1.44
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.69
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    5.47
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   18.20
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    3.21
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   12.51
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    3.21
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   12.51
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.09
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.03
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.03
      Required ratio:    0.00 (Cumulative area) 


Net: mgmt_buffers.mprj_sel_o_core\[1\]
  Pin: max_length1038/I (gf180mcu_fd_sc_mcu7t5v0__clkbuf_1)
    Layer: Metal4
      Partial area ratio:    2.82
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   11.04
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   16.19
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   46.95
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:    9.10
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   35.91
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    9.10
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   35.91
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.18
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.36
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.09
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.18
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_VV
      Partial area ratio:    0.09
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.09
      Required ratio:    0.00 (Cumulative area) 

  Pin: wire1035/I (gf180mcu_fd_sc_mcu7t5v0__clkbuf_1)
    Layer: Metal4
      Partial area ratio:    2.82
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   11.04
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  141.99
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  535.85
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:  124.21
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  482.37
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  125.80
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  488.90
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.59
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    6.53
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.59
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    6.53
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.09
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.27
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.09
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.18
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_VV
      Partial area ratio:    0.09
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.09
      Required ratio:    0.00 (Cumulative area) 


Net: soc.core.la_oe_storage\[9\]
  Pin: _14782_/I (gf180mcu_fd_sc_mcu7t5v0__clkinv_1)
    Layer: Metal4
      Partial area ratio:    0.08
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.37
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  218.45
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  851.67
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:  218.09
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  849.95
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  218.35
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  851.30
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.26
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    1.35
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    1.35
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.08
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.23
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.08
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.15
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_VV
      Partial area ratio:    0.08
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.08
      Required ratio:    0.00 (Cumulative area) 

  Pin: mgmt_buffers.la_buf\[9\]/EN (gf180mcu_fd_sc_mcu7t5v0__bufz_1)
    Layer: Metal3
      Partial area ratio:    2.74
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   10.70
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   11.21
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   41.76
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    3.20
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   13.22
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    3.20
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   13.22
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal4
      Partial area ratio:    0.08
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.37
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   11.31
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   42.13
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.01
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.27
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.19
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.06
      Required ratio:    0.00 (Cumulative area) 

  Pin: _19467_/A1 (gf180mcu_fd_sc_mcu7t5v0__nor2_2)
    Layer: Metal3
      Partial area ratio:    2.74
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   10.70
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    8.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   28.54
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    4.42
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   17.84
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    4.42
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   17.84
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal4
      Partial area ratio:    0.08
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.37
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    8.11
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   28.91
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.01
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.12
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.07
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.11
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_VV
      Partial area ratio:    0.04
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.04
      Required ratio:    0.00 (Cumulative area) 

  Pin: _25053_/B2 (gf180mcu_fd_sc_mcu7t5v0__aoi221_4)
    Layer: Metal3
      Partial area ratio:    2.74
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   10.70
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    4.40
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   13.94
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal4
      Partial area ratio:    0.08
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.37
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    4.51
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   14.31
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.82
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    3.24
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.82
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    3.24
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.01
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.04
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.02
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.03
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.02
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.02
      Required ratio:    0.00 (Cumulative area) 


Net: user_io_oeb\[34\]
  Pin: _17834_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.40
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.51
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  287.24
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio: 1043.95
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:  264.93
      Required ratio:    0.00 (Gate area) 
      Partial area ratio: 1022.44
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  264.93
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio: 1022.44
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: user_io_out\[25\]
  Pin: _17797_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    9.29
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   36.97
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  333.97
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio: 1292.78
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:  324.68
      Required ratio:    0.00 (Gate area) 
      Partial area ratio: 1255.81
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  324.68
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio: 1255.81
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: user_io_out\[4\]
  Pin: _17707_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal4
      Partial area ratio:  107.68
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  415.91
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  107.68
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  415.91
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: net1170
  Pin: soc.core.sram.ram512x32.RAM02/D[7] (gf180mcu_fd_ip_sram__sram512x8m8wm1)
    Layer: Metal5
      Partial area ratio:   52.28
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  235.75
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  289.27
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  908.97
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal4
      Partial area ratio:   12.54
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   48.73
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  174.04
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  673.22
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:  161.16
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  622.91
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  161.50
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  624.49
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.34
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    1.58
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.34
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    1.58
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via4_1_VH
      Partial area ratio:    0.04
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.16
      Required ratio:    0.00 (Cumulative area) 

    Via: Via3_HV
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.12
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.06
      Required ratio:    0.00 (Cumulative area) 

  Pin: _22208_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal5
      Partial area ratio:   52.28
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  235.75
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  127.77
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  284.48
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal4
      Partial area ratio:   12.54
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   48.73
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   12.54
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   48.73
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via4_1_VH
      Partial area ratio:    0.04
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.43
      Required ratio:    0.00 (Cumulative area) 

    Via: Via3_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
